hmvm_cuda0_seq_a2t0_a2i0_f , 2.565884e+00
hmvm_cuda0_seq_a2t1_a2i0_f , 2.663807e+00
hmvm_cuda0_seq_a2t0_a2i1_f , 1.492395e+00
hmvm_cuda0_seq_a2t1_a2i1_f , 1.568316e+00
hmvm_cuda0_block_a2t0_a2i0_f , 2.910341e-02
hmvm_cuda0_block_a2t1_a2i0_f , 7.125138e-02
hmvm_cuda0_block_a2t0_a2i1_f , 2.197594e-02
hmvm_cuda0_block_a2t1_a2i1_f , 2.243229e-02
hmvm_cuda_hybrid1_div1_a2t0_a2i0_aa0_da0_f , 5.433475e-03
hmvm_cuda_hybrid1_div2_a2t0_a2i0_aa0_da0_f , 5.589604e-03
hmvm_cuda_hybrid1_div4_a2t0_a2i0_aa0_da0_f , 5.147920e-03
hmvm_cuda_hybrid1_div8_a2t0_a2i0_aa0_da0_f , 3.672820e-03
hmvm_cuda_hybrid1_div16_a2t0_a2i0_aa0_da0_f , 3.462061e-03
hmvm_cuda_hybrid1_div32_a2t0_a2i0_aa0_da0_f , 3.352618e-03
hmvm_cuda_hybrid1_div1_a2t1_a2i0_aa0_da0_f , 5.028971e-03
hmvm_cuda_hybrid1_div2_a2t1_a2i0_aa0_da0_f , 5.089128e-03
hmvm_cuda_hybrid1_div4_a2t1_a2i0_aa0_da0_f , 5.282953e-03
hmvm_cuda_hybrid1_div8_a2t1_a2i0_aa0_da0_f , 4.937085e-03
hmvm_cuda_hybrid1_div16_a2t1_a2i0_aa0_da0_f , 5.573322e-03
hmvm_cuda_hybrid1_div32_a2t1_a2i0_aa0_da0_f , 6.775983e-03
hmvm_cuda_hybrid1_div1_a2t0_a2i1_aa0_da0_f , 6.525552e-03
hmvm_cuda_hybrid1_div2_a2t0_a2i1_aa0_da0_f , 4.461693e-03
hmvm_cuda_hybrid1_div4_a2t0_a2i1_aa0_da0_f , 3.967109e-03
hmvm_cuda_hybrid1_div8_a2t0_a2i1_aa0_da0_f , 3.479882e-03
hmvm_cuda_hybrid1_div16_a2t0_a2i1_aa0_da0_f , 2.762523e-03
hmvm_cuda_hybrid1_div32_a2t0_a2i1_aa0_da0_f , 2.055737e-03
hmvm_cuda_hybrid1_div1_a2t1_a2i1_aa0_da0_f , 9.180130e-03
hmvm_cuda_hybrid1_div2_a2t1_a2i1_aa0_da0_f , 6.627865e-03
hmvm_cuda_hybrid1_div4_a2t1_a2i1_aa0_da0_f , 4.918411e-03
hmvm_cuda_hybrid1_div8_a2t1_a2i1_aa0_da0_f , 3.660724e-03
hmvm_cuda_hybrid1_div16_a2t1_a2i1_aa0_da0_f , 2.523994e-03
hmvm_cuda_hybrid1_div32_a2t1_a2i1_aa0_da0_f , 1.998491e-03
hmvm_cuda_hybrid1_div1_a2t0_a2i0_aa1_da0_f , 5.437996e-03
hmvm_cuda_hybrid1_div2_a2t0_a2i0_aa1_da0_f , 5.584114e-03
hmvm_cuda_hybrid1_div4_a2t0_a2i0_aa1_da0_f , 5.153414e-03
hmvm_cuda_hybrid1_div8_a2t0_a2i0_aa1_da0_f , 3.671590e-03
hmvm_cuda_hybrid1_div16_a2t0_a2i0_aa1_da0_f , 3.421044e-03
hmvm_cuda_hybrid1_div32_a2t0_a2i0_aa1_da0_f , 3.363674e-03
hmvm_cuda_hybrid1_div1_a2t1_a2i0_aa1_da0_f , 5.035549e-03
hmvm_cuda_hybrid1_div2_a2t1_a2i0_aa1_da0_f , 5.092030e-03
hmvm_cuda_hybrid1_div4_a2t1_a2i0_aa1_da0_f , 5.285009e-03
hmvm_cuda_hybrid1_div8_a2t1_a2i0_aa1_da0_f , 4.935546e-03
hmvm_cuda_hybrid1_div16_a2t1_a2i0_aa1_da0_f , 5.575995e-03
hmvm_cuda_hybrid1_div32_a2t1_a2i0_aa1_da0_f , 6.776279e-03
hmvm_cuda_hybrid1_div1_a2t0_a2i1_aa1_da0_f , 5.946742e-03
hmvm_cuda_hybrid1_div2_a2t0_a2i1_aa1_da0_f , 4.061562e-03
hmvm_cuda_hybrid1_div4_a2t0_a2i1_aa1_da0_f , 3.671629e-03
hmvm_cuda_hybrid1_div8_a2t0_a2i1_aa1_da0_f , 3.084322e-03
hmvm_cuda_hybrid1_div16_a2t0_a2i1_aa1_da0_f , 2.559409e-03
hmvm_cuda_hybrid1_div32_a2t0_a2i1_aa1_da0_f , 2.057574e-03
hmvm_cuda_hybrid1_div1_a2t1_a2i1_aa1_da0_f , 8.584664e-03
hmvm_cuda_hybrid1_div2_a2t1_a2i1_aa1_da0_f , 6.250583e-03
hmvm_cuda_hybrid1_div4_a2t1_a2i1_aa1_da0_f , 4.608947e-03
hmvm_cuda_hybrid1_div8_a2t1_a2i1_aa1_da0_f , 3.011150e-03
hmvm_cuda_hybrid1_div16_a2t1_a2i1_aa1_da0_f , 2.270377e-03
hmvm_cuda_hybrid1_div32_a2t1_a2i1_aa1_da0_f , 1.998618e-03
hmvm_cuda_hybrid1_div1_a2t0_a2i0_aa0_da1_f , 6.427704e-03
hmvm_cuda_hybrid1_div2_a2t0_a2i0_aa0_da1_f , 6.032970e-03
hmvm_cuda_hybrid1_div4_a2t0_a2i0_aa0_da1_f , 5.237678e-03
hmvm_cuda_hybrid1_div8_a2t0_a2i0_aa0_da1_f , 3.667974e-03
hmvm_cuda_hybrid1_div16_a2t0_a2i0_aa0_da1_f , 3.417159e-03
hmvm_cuda_hybrid1_div32_a2t0_a2i0_aa0_da1_f , 3.354038e-03
hmvm_cuda_hybrid1_div1_a2t1_a2i0_aa0_da1_f , 5.957808e-03
hmvm_cuda_hybrid1_div2_a2t1_a2i0_aa0_da1_f , 5.511170e-03
hmvm_cuda_hybrid1_div4_a2t1_a2i0_aa0_da1_f , 5.372044e-03
hmvm_cuda_hybrid1_div8_a2t1_a2i0_aa0_da1_f , 4.921875e-03
hmvm_cuda_hybrid1_div16_a2t1_a2i0_aa0_da1_f , 5.568704e-03
hmvm_cuda_hybrid1_div32_a2t1_a2i0_aa0_da1_f , 6.768124e-03
hmvm_cuda_hybrid1_div1_a2t0_a2i1_aa0_da1_f , 7.624836e-03
hmvm_cuda_hybrid1_div2_a2t0_a2i1_aa0_da1_f , 4.517294e-03
hmvm_cuda_hybrid1_div4_a2t0_a2i1_aa0_da1_f , 3.317322e-03
hmvm_cuda_hybrid1_div8_a2t0_a2i1_aa0_da1_f , 3.190102e-03
hmvm_cuda_hybrid1_div16_a2t0_a2i1_aa0_da1_f , 2.652631e-03
hmvm_cuda_hybrid1_div32_a2t0_a2i1_aa0_da1_f , 2.054067e-03
hmvm_cuda_hybrid1_div1_a2t1_a2i1_aa0_da1_f , 1.032381e-02
hmvm_cuda_hybrid1_div2_a2t1_a2i1_aa0_da1_f , 6.691838e-03
hmvm_cuda_hybrid1_div4_a2t1_a2i1_aa0_da1_f , 4.295059e-03
hmvm_cuda_hybrid1_div8_a2t1_a2i1_aa0_da1_f , 3.194560e-03
hmvm_cuda_hybrid1_div16_a2t1_a2i1_aa0_da1_f , 2.322909e-03
hmvm_cuda_hybrid1_div32_a2t1_a2i1_aa0_da1_f , 1.998339e-03
hmvm_cuda_hybrid1_div1_a2t0_a2i0_aa1_da1_f , 6.423695e-03
hmvm_cuda_hybrid1_div2_a2t0_a2i0_aa1_da1_f , 6.033411e-03
hmvm_cuda_hybrid1_div4_a2t0_a2i0_aa1_da1_f , 5.231696e-03
hmvm_cuda_hybrid1_div8_a2t0_a2i0_aa1_da1_f , 3.665088e-03
hmvm_cuda_hybrid1_div16_a2t0_a2i0_aa1_da1_f , 3.414002e-03
hmvm_cuda_hybrid1_div32_a2t0_a2i0_aa1_da1_f , 3.372796e-03
hmvm_cuda_hybrid1_div1_a2t1_a2i0_aa1_da1_f , 5.958466e-03
hmvm_cuda_hybrid1_div2_a2t1_a2i0_aa1_da1_f , 5.516334e-03
hmvm_cuda_hybrid1_div4_a2t1_a2i0_aa1_da1_f , 5.366143e-03
hmvm_cuda_hybrid1_div8_a2t1_a2i0_aa1_da1_f , 4.918368e-03
hmvm_cuda_hybrid1_div16_a2t1_a2i0_aa1_da1_f , 5.562431e-03
hmvm_cuda_hybrid1_div32_a2t1_a2i0_aa1_da1_f , 6.771302e-03
hmvm_cuda_hybrid1_div1_a2t0_a2i1_aa1_da1_f , 6.885732e-03
hmvm_cuda_hybrid1_div2_a2t0_a2i1_aa1_da1_f , 4.498983e-03
hmvm_cuda_hybrid1_div4_a2t0_a2i1_aa1_da1_f , 3.748950e-03
hmvm_cuda_hybrid1_div8_a2t0_a2i1_aa1_da1_f , 3.515570e-03
hmvm_cuda_hybrid1_div16_a2t0_a2i1_aa1_da1_f , 2.554572e-03
hmvm_cuda_hybrid1_div32_a2t0_a2i1_aa1_da1_f , 2.059415e-03
hmvm_cuda_hybrid1_div1_a2t1_a2i1_aa1_da1_f , 9.542155e-03
hmvm_cuda_hybrid1_div2_a2t1_a2i1_aa1_da1_f , 6.687145e-03
